distance,location,isReturn,duration,description,difficulty,state,isOneWay,url,name,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9
6000,Queensland,true,120,Ironbark Track is an old lumber road turned into a hiking track. It cuts behind Springfield Lakes to the edge of Spring Mountain Forest park.,Medium,qld,false,https://www.aussiebushwalking.com/qld/ironbark-track,Ironbark Track,,,,,,,,,,
10000,Queensland,true,120,"A hilly landscape with grassy open forest features in this park. Along creeks and sheltered gullies, tall wet eucalypt forest and rainforest grows. Horseriders, mountain bike riders and walkers can enjoy the tranquillity of this park on shared trails.",Medium,qld,false,https://www.aussiebushwalking.com/qld/ironbark-trail-eumundi-conservation-park,"Ironbark Trail , Eumundi Conservation Park",,,,,,,,,,
10900,Queensland,false,180,"This walk will take you from the James Mcane Lookout just out of Cooran to the Mothar Mtn Rock pools day use area. The track I took is mainly a 4WD track but in the whole day I saw 1 4X4. The track winds its way over the Mothar Mtn range in the Woondum NP, and the walking is not to hard with gentle slopes going up and down. This walk however is listed as 1 way. If you wish to return you must go back the way you came, or if enough with transport a vehicle can be left at either end to ferry you back. The return trip by foot would be 21.8klms back to the lookout.",Medium,qld,false,https://www.aussiebushwalking.com/qld/james-mcane-lookout-to-mothar-mtn-rock-pools-woondum-np-qld,James Mcane Lookout to Mothar Mtn Rock pools Woondum NP Qld,,,,,,,,,,
3600,Queensland,true,90,"An interesting walk from near Mt Cootha summit down to Fleming Rd, the Environmental centre and back up to the start via Chapel Hill Rd Trail. You will see plenty of water dragons, butterflies and birdlife.",Medium,qld,false,https://www.aussiebushwalking.com/qld/honeyeater-track,Honeyeater Track,,,,,,,,,,
5000,Queensland,true,90,"A series of several short tracks which can make up a decent distance.  A beautiful regional park situated in Mudgeeraba. The parklands cover 62 hectares and are a great location to undertake a range of recreational activities, or to just sit back and enjoy nature.",Easy,qld,false,https://www.aussiebushwalking.com/qld/hinterland-regional-park,Hinterland Regional Park,Bird Watching,Picnic Facilities,BBQ,Toilets,Dogs Permitted,,,,,
1200,Queensland,true,30,A short walk through Wooroonooran National Rainforest along a small creek that leads to the base of the Josephine Falls and a natural waterslide.,Easy,qld,false,https://www.aussiebushwalking.com/qld/josephine-falls,Josephine Falls,Waterfalls,Lookouts,Swimming,No Dogs Permitted,Rainforest,,,,,
4300,Queensland,true,80,"There are various walking trails and guided tours offered at Redlands IndigiScapes Centre. Most areas are wheelchair friendly. You can have a picnic or BBQ in the vast grounds or enjoy a meal at our Tea Garden, set on an open verandah overlooking the bushland.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/indigiscapes,IndigiScapes,Picnic Facilities,Toilets,Wheelchair Accessibility,Public Transport,Swamp or Wetland,,,,,
4500,Queensland,true,90,"Walk through bushland to a view overlooking the valley of Diamonds.  The walk involves some steps, particularly at the end where you go up to the viewing platform.",Medium,qld,false,https://www.aussiebushwalking.com/qld/koonin-lookout,Koonin Lookout,,,,,,,,,,
11000,Queensland,true,120,"Parklands Regional Park is a valuable wildlife habitat with vegetation ranging from eucalypt forests of bloodwood and tallowwood trees (with banksia, wattle and grass tree understorey), to rainforest gullies with flooded gum, turpentine and, in protected wetter areas, groves of palms.",Hard,qld,false,https://www.aussiebushwalking.com/qld/komine-circuit-parklands-regional-park,"Komine Circuit , Parklands Regional Park",No Dogs Permitted,Horses Permitted,Cycling Permitted,No Trail Bikes Permitted,,,,,,
700,Queensland,false,30,"700m return trip which leads to a crashed 1945 bomber that was not discovered for 49 years after crashing, killing all occupants. Interpretive signage has been erected by Qld NP. Please respect the site, it is the last resting place of many Australian and American Airmen.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/kroombit-tops,Kroombit Tops,,,,,,,,,,
600,Queensland,true,10,Kulki day-use area has a boardwalk leading from the picnic area to a viewing platform overlooking the ocean and beach. A short walk from the Kulki car park takes you to beautiful Myall Beach. Toilets and picnic tables are provided.,Easy,qld,false,https://www.aussiebushwalking.com/qld/kulki-boardwalk,Kulki Boardwalk,,,,,,,,,,
2000,Queensland,true,60,"A 2km return walk from Wellington Point along the sand spit at low tide, good for all , kids can play in water, get some sand between your toes, take your dog during the week, enjoy the water and unique views out over the bay.",Easy,qld,false,https://www.aussiebushwalking.com/qld/king-island,King Island,Swimming,Bird Watching,Picnic Facilities,BBQ,Toilets,Dogs Permitted,Coastal,,,
1000,Queensland,true,30,"Proceed to waypoint 6.5km east of Goomeri, 19km south-west of Kilkivan on Wide Bay Highway. Turn south onto Kinbombi Road and follow for 4km to picnic area.",Medium,qld,false,https://www.aussiebushwalking.com/qld/kinbombi-falls,Kinbombi Falls,,,,,,,,,,
2500,Queensland,true,45,"*CLOSED* until mid-January, 2017 due to drowning. See news article linked below.",Medium,qld,false,https://www.aussiebushwalking.com/qld/killarney-glen,Killarney Glen,Waterfalls,No Swimming,No Dogs Permitted,Rainforest,,,,,,
2000,Queensland,true,60,A steep short walk between Channel 9 and the Bellbird Trail.,Hard,qld,false,https://www.aussiebushwalking.com/qld/kokoda-mt-cootha,Kokoda Mt. Cootha,,,,,,,,,,
4000,Queensland,false,60,"The trails in this area are used by horse riders, mountain bikers, bushwalkers and nature lovers. This is a rugged, natural environment and you need to be well prepared and self reliant when in the reserve. Some of the trails link with those in Nerang Conservation Park.",Easy,qld,true,https://www.aussiebushwalking.com/qld/lower-beechmont-conservation-area-eastern-section-,Lower Beechmont Conservation Area (Eastern Section),Dogs Permitted,Horses Permitted,Cycling Permitted,,,,,,,
2000,Queensland,true,60,"A picturesque retreat into nature seven kilometres from the Ipswich Central Business District is the peaceful Kholo Gardens at Pine Mountain. Itâ€™s an unexpected delight to explore with its lush gardens, crystal clear lily pond, bush walks and open spaces. Giant Kauri trees and Hoop Pines planted by early settlers, rare birds and plants, and the nearby Brisbane River all make this a special place to spend some time. Itâ€™s also a sacred site for the indigenous Jagera, Yuggera and Ugarapul People.",Easy,qld,false,https://www.aussiebushwalking.com/qld/kholo-gardens-multiple-tracks-,Kholo Gardens (Multiple Tracks),,,,,,,,,,
2200,Queensland,true,60,"Adjoining the Mooloolah River, the Mooloolah River National Park protects valuable remnants of coastal lowland habitat, rainforest, open eucalypt woodlands, melaleuca forests, wallum banksia woodlands, scribbly gum open forests, wallum heath and sedgelands.",Easy,qld,false,https://www.aussiebushwalking.com/qld/littoralis-trail-mooloolah-river-national-park,"Littoralis Trail , Mooloolah River National Park",No Dogs Permitted,No Horses Permitted,No Cycling Permitted,No Trail Bikes Permitted,Swamp or Wetland,,,,,
5000,Queensland,true,120,"A nice 5k walk from Wirrabarra road. I would recommend heading along powerline break first, then up lantana break and coming back down Rocky Mountain High. Lantana break is heading directly up from the gullly to the top of the ridge, quite a challenging walk, but well signposted and takes about two hours all up. I'd recommend heading there after a little bit of rain so that the ground is softer and not at slippery.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lantana-break,Lantana Break,Lookouts,Bird Watching,Scrambling or Climbing,Dogs Permitted,Horses Permitted,,,,,
7800,Queensland,true,90,"Parklands Regional Park is a valuable wildlife habitat with vegetation ranging from eucalypt forests of bloodwood and tallowwood trees (with banksia, wattle and grass tree understorey), to rainforest gullies with flooded gum, turpentine and, in protected wetter areas, groves of palms.",Hard,qld,false,https://www.aussiebushwalking.com/qld/lemon-tree-circuit-parklands-regional-park,"Lemon Tree circuit, Parklands Regional Park",No Dogs Permitted,Horses Permitted,Cycling Permitted,No Trail Bikes Permitted,,,,,,
4800,Queensland,true,180,"Park at the beach and hike up to Lake Wabby , trip starts with a longish walk through some beautiful forests before you reach the sand dunes and the lake. I would suggest that thongs are not a good choice for this walk. A pair of runners would be best for this walk over changeable terrain. As you emerge from the trees and walk out onto what seems like never ending sand dunes, you straight away get that feeling that the walk you just completed was completely worth it.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lake-wabby-circuit,Lake Wabby Circuit,,,,,,,,,,
4000,Queensland,true,45,"Nice easy stroll along the camping area , Robinson Creek and Lake Murphy",Easy,qld,false,https://www.aussiebushwalking.com/qld/lake-murphy-conservation-park,Lake Murphy Conservation Park,Lookouts,Bird Watching,Picnic Facilities,BBQ,Toilets,Swamp or Wetland,,,,
24000,Queensland,true,318,"This walk is part of the Brisbane Valley Rail Trail, starts and finishes at the railway station. Coominya is a small town but has all services. A large and impressive rail bridge along the track but not accessible, a lower river crossing. The walk passes through farm lands so plenty of gates to open and shut but not a walk to complete in Summer months. The trail is well marked so maps are not required. Lowood is accessible after a turnoff at Fernvale which is situated on the Brisbane Valley Highway. Public amenities and car parking at both ends of the walk. No permits or costs for the walk.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lowood-to-coominya-rail-trail,Lowood to Coominya Rail Trail,,,,,,,,,,
6000,Queensland,true,2,"Starts at Maleny town centre, follows Obi Obi Creek through the Maleny Community Precinct and Golf Club",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/maleny-trail-peace-in-the-trees-circuit-,Maleny Trail (Peace in the Trees Circuit),Toilets,Dogs Permitted,Cycling Permitted,,,,,,,
900,Queensland,true,30,"A walk around Maroochy Botanic Garden's lagoon.  Natural rough track, slippery when wet.  Some steps.",Easy,qld,false,https://www.aussiebushwalking.com/qld/lagoon-walk,Lagoon Walk,Picnic Facilities,BBQ,Toilets,,,,,,,
9700,Queensland,true,300,Main gorge walking track,Medium,qld,false,https://www.aussiebushwalking.com/qld/main-gorge-canarvon-gorge,"Main Gorge, Canarvon Gorge",,,,,,,,,,
1000,Queensland,true,30,"Left off the Steve Irwin Way before hitting Ewen Maddock on the Old Caloundra Rd , this is a gravel road just a 100 mtrs you will find a spot to park left hand side. Cross the road go past gate and follow the fire track up.",Easy,qld,false,https://www.aussiebushwalking.com/qld/merdian-hill-beerwah-state-forest,"Merdian Hill , Beerwah State Forest",,,,,,,,,,
2500,Queensland,true,45,"A short walk on relatively flat gradients through open forest with a mixture of swamp box, ironbark and spotted gum.  The unusual soil type in this area promotes short grasses and sedge's that give a parkland type appearance.  Keep an eye out for the plant Melichrus adpressus, a spiky native heath species that grows in the local area.  This area is known for a good diversity of bird species best heard or seen early morning or late afternoon.",Medium,qld,false,https://www.aussiebushwalking.com/qld/melichrus-trail,Melichrus Trail,,,,,,,,,,
11000,Queensland,true,240,"This track uses part of the Ship's Stern track as far as the bottom of Nixon's Creek Valley. It passes through a small section of rainforest at first before the Bellbird Circuit leaves on the left. The track then descends more sharply into the Nixon's Creek valley through eucalypt forest and patches of rainforest. There are good viewing areas at Koolanbilba and Yangahla Lookouts which allow the walker to see views of Egg Rock, Turtle Rock, the Numinbah Valley and Ship's Stern. Down the track, the outcrop known as Kong Gong Rock is reached with the track passing through a cleft in the rock. The track now winds down through eucalypt forest and reaches the Lower Bellbird Circuit junction. Further down are magnificent stands of flooded gum and a giant red cedar. The track to Lower Ballanjui Falls now leads off to the right and follows the creek up towards the base of the falls. The falls are best seen during the wet season of December to March, but are always very beautiful. This is an area where it is wise to carry leech repellent.",Medium,qld,false,https://www.aussiebushwalking.com/qld/lower-ballanjui-falls,Lower Ballanjui Falls,Waterfalls,Lookouts,Bird Watching,Rainforest,,,,,,
1500,Queensland,true,30,"Adjoining the Mooloolah River, the Mooloolah River National Park protects valuable remnants of coastal lowland habitat, rainforest, open eucalypt woodlands, melaleuca forests, wallum banksia woodlands, scribbly gum open forests, wallum heath and sedgelands.",Easy,qld,false,https://www.aussiebushwalking.com/qld/melaleule-trail-mooloolah-river-national-park,Melaleule Trail - Mooloolah River National Park,No Dogs Permitted,No Horses Permitted,No Cycling Permitted,No Trail Bikes Permitted,Swamp or Wetland,,,,,
1300,Queensland,true,40,This is part of the Jowarra Section of the Mooloolaha River National Park a separate section of this park to be accessed via the Steve Irwin Way off the Bruce Hwy ( caloundra off ramp ) turn right at traffic lights into the Information Centre Car park ( there's also Daisy's Restaurant ) in the middle of the car park you will find the entrance of park leading to both walks.,Easy,qld,false,https://www.aussiebushwalking.com/qld/melaleuca-trail-jowarra-section-mooloolah-river-national-park,"Melaleuca Trail, Jowarra section , Mooloolah River National Park",,,,,,,,,,
4500,Queensland,true,150,"This is a relatively tough but short hike, leading to one of the biggest yet lesser known waterfalls. The first 3/5ths of the track is well maintained though from Pine Gorge Lookout there is a steep descent into Pine Gorge. It would be a good idea to bring some flagging tape to mark the exit point in the gorge.",Hard,qld,false,https://www.aussiebushwalking.com/qld/mcgrory-falls-via-pine-gorge,Mcgrory Falls via Pine Gorge,,,,,,,,,,
5100,Queensland,true,90,A pleasant walk to a part of Mt Cootha less travelled. It winds down to Bardon reservoir then around Kulgan Cct returning to the start by Bardon Track.,Medium,qld,false,https://www.aussiebushwalking.com/qld/maculata-track-,Maculata Track,,,,,,,,,,
3000,Queensland,true,90,"Take a walk in the clouds in Wooroonooran National Park just 15 minutes out of Innisfail. Elevated walkways, a cantilever, and observation tower offer visitors the exhilarating experience of being high in the rainforest canopy, along with providing spectacular panoramic views of World Heritage rainforest landscapes.",Very Easy,qld,false,https://www.aussiebushwalking.com/qld/mamu-tropical-skywalk,Mamu Tropical Skywalk,Lookouts,Bird Watching,Picnic Facilities,Toilets,Wheelchair Accessibility,No Dogs Permitted,Rainforest,,,
1000,Queensland,false,180,"Mount Alford is on private property (you can ask for permission to climb it) near Mt Greville. I took the difficult (not defined) route up, through lots of lantana (as tall as myself) in which I got severely tangled. Lots of scratches to show for it at the end. My first really hard bushwalk.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mount-alford,Mount Alford,,,,,,,,,,
500,Queensland,true,30,"This is a pretty little walk you can take whilst visiting the rock pools. It's only 500mtrs long and is a great little nature walk for the little ones. Be aware though, even though it is graded 'very easy', there is a small creek that has to be crossed and care should be taken with little ones that they don't slip on the rocks.",Easy,qld,false,https://www.aussiebushwalking.com/qld/mothar-mtn-rock-pools,Mothar Mtn Rock pools,,,,,,,,,,
500,Queensland,true,20,This is part of the Jowarra Section of the Mooloolaha River National Park a separate section of this park to be accessed via the Steve Irwin Way off the Bruce Hwy ( caloundra off ramp ) turn right at traffic lights into the Information Centre Car park ( there's also Daisy's Restaurant ) in the middle of the car park you will find the entrance of park leading to both walks.,Easy,qld,false,https://www.aussiebushwalking.com/qld/mooloolah-river-circuit-mooloolah-river-national-park,"Mooloolah River Circuit , Mooloolah River National Park",,,,,,,,,,
3100,Queensland,true,60,Part of the Mt Mee section of the D'Arguilar National Park.,Medium,qld,false,https://www.aussiebushwalking.com/qld/mill-rainforest-walk-d-arguilar-national-park,"Mill Rainforest Walk , D'Arguilar National Park",,,,,,,,,,
5100,Queensland,true,120,Walk through allocasuarina and paperbark forests. Take a 400m side track to Mill Point and follow the self-guided historical walk to the site of a timber mill township that flourished from 1862 to 1892.,Easy,qld,false,https://www.aussiebushwalking.com/qld/mill-point,Mill Point,Lookouts,No Dogs Permitted,,,,,,,,
2500,Queensland,true,60,"A hidden gem in the Mapleton National Park, with water from the South Maroochy River cascading over boulders before falling 30m into a hidden gorge.",Easy,qld,false,https://www.aussiebushwalking.com/qld/kureelpa-falls,Kureelpa Falls,Waterfalls,No Dogs Permitted,Rainforest,,,,,,,
3000,Queensland,true,90,Wander along Mickey Creek and into narrow side gorges where the walking track becomes a rock-hopping adventure. Swamp wallabies are often seen resting here. Rocky sections of this track are slippery and caution is needed on creek crossings. The formed track ends 1.5km from the Mickey Creek car park.,Medium,qld,false,https://www.aussiebushwalking.com/qld/mickey-creek-gorge,Mickey Creek Gorge,,,,,,,,,,
18000,Queensland,false,300,Bush walk from Mt Crosby (town) to Mermaid mountain in Brisbane Forest Park. Lots of uphill tracks and great view of Lake Manchester and surrounding hills from the top.,Medium,qld,false,https://www.aussiebushwalking.com/qld/mermaid-mountain-,Mermaid mountain,,,,,,,,,,
120,Queensland,true,10,"Moss's Well, in tall open forest, is a haven for many species of birds. The well is believed to take its name from Edward Moss, the first road contractor. This was the only water for travellers and their teams making their way over the range. The well water is now unsuitable for drinking.",Easy,qld,false,https://www.aussiebushwalking.com/qld/moss-s-well,Moss's Well,,,,,,,,,,
3000,Queensland,false,60,"This trail is not marked at the rock pools but is well established as it is a shared trail with mountain bikers. To get to the start just walk 25mtrs past the causeway and you will see it on the right. Follow the trail up a slight undulating hill. It does meet up with a small 4x4 track, but shoots off again to the left on a couple of occasions. When you get to the end, you can either return via the way you've come ,or you can follow the main dirt road back down to the rock pools. Keep an eye out for wallabies bounding around.",Easy,qld,false,https://www.aussiebushwalking.com/qld/mothar-mtn-rock-pools-shared-trail-loop-,Mothar Mtn Rock pools shared trail loop.,,,,,,,,,,
1800,Queensland,true,60,"This walk winds through rainforest and eucalypt forest, whilst providing views of the 120m falls tumbling down the escarpment from Pencil Creek into Obi Obi Valley.",Easy,qld,false,https://www.aussiebushwalking.com/qld/mapleton-falls-wompoo-circuit,Mapleton Falls & Wompoo Circuit,Waterfalls,Lookouts,Picnic Facilities,BBQ,Toilets,No Dogs Permitted,Rainforest,,,
null,Queensland,false,600,"2 day hike in and out, carried overnight pack/supplies (tent,cooking etc). Track was not clear and our group was loosely guided. started walk on the north side and exited on the south.",Hard,qld,false,https://www.aussiebushwalking.com/qld/mount-barney-east-peak-,Mount Barney(East Peak),,,,,,,,,,
11000,Queensland,false,240,"There`s 2 ways to do the Mt Allan Fire Tower. 1 from the Charlie Moreland camp area and this one from the Booloumba Creek side. It an 11km return hike, and the going is basically up hill all the way to the tower, however its a zig-zag trail so it doesn't go straight up. Once at the top, you can climb the tower for some spectacular views of the region.",Medium,qld,false,https://www.aussiebushwalking.com/qld/mt-allan-fire-tower-booloumba-creek-trail,Mt Allan Fire Tower - Booloumba Creek trail,,,,,,,,,,
15000,Queensland,false,180,15km return walk from the steep roads ahead sign. 7.5km of continual uphill then 7.5 back down. There are no tracks available to the public so you need to walk up the narrow road.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mount-stuart,Mount Stuart,,,,,,,,,,
6000,Queensland,false,180,Mount Whitfield Conservation Park Red and Blue Circuits including Summits of Mount Whitfield and Lumley Hill.,Medium,qld,false,https://www.aussiebushwalking.com/qld/mount-whitfield-conservation-park,Mount Whitfield Conservation Park,,,,,,,,,,
null,Queensland,false,180,"Steep walk up Mount Perry on a well defined track. Some sections can be slippery due to grade, but it's pretty easy. Parking is at the gate at the bottom of the track off Scrub Rd. Takes about  40 - 60 mins to reach summit depending on fitness. An excellent view from the top. There is a shelter shed at the top and you can set up camp on the grass or roll out a mat inside the shed.",Medium,qld,false,https://www.aussiebushwalking.com/qld/mount-perry-mountain,Mount Perry mountain,,,,,,,,,,
7000,Queensland,true,180,"Water drips constantly from the sandstone walls of the Moss Garden, supporting a lush carpet of mosses, ferns and liverworts. Beneath tree ferns straining for sunlight, a small waterfall tumbles over a rock ledge into an icy pool.",Medium,qld,false,https://www.aussiebushwalking.com/qld/moss-gardens-canarvon-gorge,"Moss Gardens, Canarvon Gorge",,,,,,,,,,
4500,Queensland,true,150,"At just 191m, this is probably the least climbed and little known mountain in the area and over shadowed by Mt Tibrogargan immediately to the west.",Medium,qld,false,https://www.aussiebushwalking.com/qld/mount-cooee-,Mount Cooee,Scrambling or Climbing,,,,,,,,,
2600,Queensland,true,180,Interesting climb/hike to summit of Mount Beerwah - Glass house mountains.,Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mount-beerwah-summit,Mount Beerwah Summit,Scrambling or Climbing,,,,,,,,,
4000,Queensland,false,120,,Medium,qld,false,https://www.aussiebushwalking.com/qld/mount-goolman,Mount Goolman,,,,,,,,,,
3000,Queensland,true,300,With the summmit track closed due to a massive rockfall in 2008 this is an alternative route to the summit. It is quite steep and exposed in places and not recommended if you don't have a head for heights.,Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-beerwah-east-face,Mt Beerwah East Face,,,,,,,,,,
15000,Queensland,true,720,"Mount Bartle Frere is Queensland's highest mountain. The eastern approach is a serious undertaking - after the Hannel Spur route up Mount Kosciuszko (1,800m elevation gain), it has the second most elevation gain of any summit in Australia (1,500m). Objective hazards include the boulder field below the summit which, due to the fact that orographic lifting means that the summit spends the majority of time in the cloud, is usually wet and slippery.",Hard,qld,false,https://www.aussiebushwalking.com/qld/mount-bartle-frere-eastern-approach,Mount Bartle Frere - Eastern Approach,Scrambling or Climbing,Rainforest,,,,,,,,
8800,Queensland,true,120,"When you arrive at Charlie Moreland Camping ground in Imbil State Forest , go to visitor information then look to your left , there is a camp ground walk past that to find a gate and a sign stating Mt Allan hike trail 8.8km return",Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-allan-from-charlie-moreland-camp-ground,Mt Allan from Charlie Moreland Camp Ground,,,,,,,,,,
3000,Queensland,false,90,A lack of tracks leading up the mountain make it difficult at times. Terrain is mostly rocks with grass or dense bush.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-elimbah-saddleback-,Mt Elimbah (Saddleback),Lookouts,,,,,,,,,
3200,Queensland,false,150,"Make your way the the Mothar Mtn Rock Pools just south of Gympie off Noosa road, and park in the car park at the rock pools where you will see the start of the walk. Although a short walk, Mt Boulder is a challenging walk. It rises to 490mtr above sea-level and requires a good level of fitness. The last 300mtr of the assent is very steep, with a small amount hand over hand action required, but well worth the trip. Once at the top you will reach the communications tower and the view is a little obscured by trees,but you can get a few shots of the ranges just a little back down the track. The return is the way you came, so expect some nice thigh burning action on the way down. All in all a good hike. Walking poles are recommended.",Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-boulder--woondum-np-qld,Mt Boulder. Woondum NP Qld,,,,,,,,,,
12000,Queensland,true,null,Make your way the the Mothar Mountain Rock Pools just south of Gympie off Noosa road,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-boulder-round-trip-woondum-np-qld,Mt Boulder Round Trip. Woondum NP Qld,,,,,,,,,,
15000,Queensland,true,540,"The climb up Logan's Ridge is challenging but offers superb views on a clear day. The first recorded climb was undertaken by Captain Patrick Logan, Charles Fraser and Allan Cunningham in 1828. The climb became too difficult for Fraser and Cunningham who turned back leaving Logan to climb on alone. This ascent should not be attempted unless you are an experienced rock scrambler and have a head for heights. Any climb too difficult for Allan Cunningham deserves respect.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-barney-via-logans-ridge-and-return-via-gorge,Mt Barney via Logans Ridge and return via Gorge,,,,,,,,,,
10700,Queensland,true,2880,"This challenging route offers all the views normally associated with a climb up Logan's Ridge without the extremely precipitous sections. There are a few exposed sections where a rope may be handy, particularly if the rock is wet.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-barney-north-peak-,Mt Barney North Peak,,,,,,,,,,
16000,Queensland,false,1440,"We did this as a day walk, starting at Yellow Pinch carpark around 7AM and arriving at Lower Portals about 4PM. We were told by a professional guide we bumped into at Yellow Pinch carpark that we wouldn't be able to complete our planned route in 1 day. We completed it easily in about 9 hours and taking plenty of stops, but we're experienced hikers and you need to hold a good pace. Most people would probably prefer to break it up into a 2-day walk.",Hard,qld,true,https://www.aussiebushwalking.com/qld/mt-barney-east-peak-via-se-ridge-traverse-north-pinnacle-to-leaning-peak-descend-couloir-to-barney-gorge-and-lower-portals,"Mt Barney East Peak via SE Ridge, traverse North Pinnacle to Leaning Peak, descend couloir to Barney Gorge and Lower Portals",Waterfalls,Swimming,Scrambling or Climbing,Navigation Required,,,,,,
1000,Queensland,true,90,"A challenging track to the summit of Mt Blaine. The trail consists of steep inclines and rock scrambling. The summit provides 360 degree view over Brisbane, Ipswich and the scenic rim and a great view of Flinders Peak. The track goes up the northern side, over the summit and back down the southern side. High level of fitness, off track experience, scrambling experience and solid boots are all recommended.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-blaine-summit-trail,Mt Blaine Summit Trail,Lookouts,Scrambling or Climbing,,,,,,,,
3000,Queensland,false,60,"Mt Jim Crow is a volcanic plug of trachyte, sitting alone on a flat plain at 150m high. There are a few different tracks up which include steep walks. One section is a loose rock scramble for about 60mts. Beautiful views. Easy bushwalk to the base of the mountain",Medium,qld,false,https://www.aussiebushwalking.com/qld/mount-jim-crow,Mount Jim Crow,,,,,,,,,,
14000,Queensland,true,360,Mt Hutton provides sensational 360-degree views out towards Injune and the surrounding Maranoa region.,Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-hutton,Mt Hutton,Scrambling or Climbing,Navigation Required,,,,,,,,
13000,Queensland,true,180,"This is a beautiful walk along mostly well maintained forestry roads.  We parked at Bullocky's Dam - there is no sign and the road is tucked away, but it is between Boombana and is about 500 m from Jolly's Lookout.",Medium,qld,false,https://www.aussiebushwalking.com/qld/mt-nebo-honey-track,Mt Nebo  - Honey Track,,,,,,,,,,
6000,Queensland,true,300,"If you've ever climbed Mt Walsh and stood out on the huge north bluff. You'd have looked down at the "" four sisters "" and drooled at the rocky boulders and peaks beyond.",Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-walsh-tassels-track-,Mt Walsh Tassels Track,Lookouts,Bird Watching,Scrambling or Climbing,,,,,,,
1000,Queensland,false,30,"Mt Scoria, the 'musical mountain', near Thangool, close to Biloela.",Medium,qld,false,https://www.aussiebushwalking.com/qld/mt-scoria,Mt Scoria,,,,,,,,,,
4000,Queensland,true,180,Fantastic views from the top of Mt Walsh. the climb can be difficult up at the last part. The trail is easy to follow if you have basic trail sense and is marked with flag tape and arrows painted onto rocks. No ropes are need but hand over hand climbing is required for the last part.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-walsh,Mt Walsh,Scrambling or Climbing,,,,,,,,,
6000,Queensland,true,300,"I was lead to believe this was a pleasant walk. It is by far the hardest walk I've ever experienced. I would actually call it a 'rock climb'. I did enjoy the day though! But this track is hard yakka. Would definitely recommend wearing clothes you don't mind getting ripped or dirty. If you have climbing gloves, bring them! Make sure you bring a snack, and at least 3L of water, but at the same time travel as light as you can, one bag per group.",Very Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-maroon,Mt Maroon,,,,,,,,,,
442,Queensland,false,120,Long winding overgrown ( lantana )and seems unused forestry track leading to top of mountain which has limited views due to trees and growth yet a very peaceful walk in the State Forest.,Medium,qld,true,https://www.aussiebushwalking.com/qld/mt-little-baldy,Mt Little Baldy,,,,,,,,,,
18500,Queensland,true,720,A tough hike in up the Gorge mostly off track with some challenging rock scrambling. Upon reaching Barney Saddle the trek up West Peak is reasonably challenging and shouldn't be attempted unless you have a head for heights as it is quite steep and exposed in places. After returning to the saddle if time allows the return trip up East Peak is well worth tackling as the views from the summit are unbeatable on a clear day. The trip down via Peasants Ridge is relatively straight forward but does offer a couple of interesting sections. After reaching the car park at Yellow Pinch it is about 6km to the start point by road at Lower Portals Carpark. It is preferable to have organised a car shuffle so as to avoid this at the end of a long day.,Hard,qld,false,https://www.aussiebushwalking.com/qld/mt-barney-via-gorge-and-down-peasants-ridge,Mt Barney via Gorge  and down Peasants Ridge,,,,,,,,,,
4000,Queensland,true,30,Mudlo National Park is 8.5km north of Kilkivan. The township of Kilkivan is located 45km north-west of Gympie.,Medium,qld,false,https://www.aussiebushwalking.com/qld/mudlo-national-park,Mudlo National Park,Lookouts,Picnic Facilities,Toilets,4WD Required,Rainforest,,,,,
3000,Queensland,true,90,"Starting at Mount Nardi picnic area, the Mount Matheson loop takes you on a short walk through rainforest. You can combine this hike with other tracks for a longer day walk.",Easy,qld,false,https://www.aussiebushwalking.com/qld/mt-matheson-loop-walk-from-mt-nardi-,Mt Matheson Loop Walk (from Mt Nardi),Rainforest,,,,,,,,,
3000,Queensland,true,60,"This pleasant moderate grade walk to the rock pool areaâ€”a nice place to picnic, cool off in the shade beside the rock pools or just enjoy nature.",Easy,qld,false,https://www.aussiebushwalking.com/qld/mt-walsh-waterfall-creek,Mt Walsh Waterfall Creek,,,,,,,,,,
